pitcher_id,season,pitcher_name,pitch_count,composure_plus,adversity_composure_plus,momentum_composure_plus,composure_score,adversity_score,momentum_score,walk_after_barrel,walk_after_hard_hit,walk_after_high_xba,first_ball_after_barrel,first_ball_after_hard_hit,first_ball_after_high_xba,walk_after_walk,hard_hit_after_walk,walk_after_soft_hit,walk_after_low_xba,first_ball_after_soft_hit,first_ball_after_low_xba,hard_hit_after_soft,ball_after_foul
477132,2021,"kershaw, clayton",1806,142.5,132.4,138.0,1.0264648104108585,0.8280530862656955,1.2248765345560213,0.07931664383277286,0.07685388626280702,0.06459893798806969,0.4087266990492797,0.4033755432397782,0.38149243177855807,0.0611183120904443,0.1299034168646936,0.04092367325817748,0.0482257523176735,0.3437041805915836,0.361138336519591,0.16904190296670277,0.36703041065161895
547943,2021,"ryu, hyun jin",2689,142.3,148.5,125.1,0.9030586871901014,1.0827692405856593,0.7233481337945437,0.07305718416829528,0.07348735313017103,0.06611081327047108,0.325198214087103,0.3495687823024839,0.3719402238433336,0.06378664901023942,0.17290673609532975,0.06350086883151183,0.06785147680082664,0.3645483529247574,0.38445487498689146,0.1290534958132892,0.37530842886589566
425794,2021,"wainwright, adam",3080,141.8,153.8,120.1,0.8614369825149079,1.1560851945869284,0.5667887704428873,0.0508783365926223,0.06595363671418021,0.07145298506560517,0.3680656537799395,0.355440965346265,0.35777568844493923,0.08327970498724668,0.14014545978253043,0.0721509081659279,0.0723491259861016,0.389725294609463,0.3678643762344371,0.13306416403979313,0.34953871661679103
521230,2021,"hendriks, liam",1135,141.5,121.0,145.6,1.2161583395265538,0.6628857014728071,1.7694309775803005,0.09278550787984749,0.06692127353853135,0.0683810079820181,0.36492557247274227,0.3797348055156419,0.34311902760826135,0.08503417334322685,0.15899605824653024,0.03551297260120004,0.023079050932682827,0.29031360086284064,0.29515814605929297,0.156940200417094,0.35136485818331237
554430,2021,"wheeler, zack",3209,141.3,120.8,145.4,0.8439854112867103,0.45832028135924086,1.2296505412141798,0.0780576494862209,0.07392739807402439,0.053599232991383666,0.4022389736675451,0.3784842472220987,0.3935778673956253,0.1226019322897577,0.1495934683071954,0.0589968716517209,0.05648850815426457,0.2865895285224062,0.254973660762847,0.11568638142265594,0.36176101938381655
552640,2021,"kittredge, andrew",1000,141.0,133.7,134.7,1.2768936885880213,1.1088919434542845,1.444895433721758,0.07533907533907533,0.04912652196929592,0.06938661104057718,0.33348183348183347,0.3144191518145991,0.39228254272014756,0.07380324478846104,0.1946003524403847,0.0401594514665886,0.03975880970333239,0.35437133777149815,0.3023913394375322,0.14291357458959705,0.3098207519513811
608337,2021,"giolito, lucas",2974,139.4,132.4,133.4,0.821014249904876,0.7127322202355099,0.9292962795742423,0.0845375988233131,0.09737074289747662,0.06139640528703696,0.31915793344364773,0.32151196988412445,0.4061634711617608,0.08036711597428413,0.15481184510860918,0.05450645334811778,0.05360734210823571,0.4044777424666937,0.40360769356640297,0.10557750122928775,0.35787670975744296
502179,2021,"espino, paolo",1743,138.2,138.6,126.7,0.9384559185312389,0.995443414552233,0.8814684225102447,0.07586707586707586,0.05617217771174113,0.0665369788858556,0.388987888987889,0.39984400324449526,0.3765104560773279,0.0611183120904443,0.1767784168646936,0.046489292821289614,0.05132799369483378,0.438447949152039,0.4253051300968746,0.18403160177017436,0.3566473434045756
593958,2021,"rodríguez, eduardo",2721,137.8,127.6,134.9,0.8080572219897725,0.6245657287354638,0.9915487152440812,0.10025553503814373,0.06512278938726436,0.06272150755941905,0.35276891798630927,0.40323251174656727,0.3861526108271226,0.08131261145633453,0.12133904328635753,0.062493471232493665,0.05165389000796745,0.36490728606831646,0.3321367423094981,0.13660463522571606,0.38595267480405016
457918,2021,"happ, j. a.",2674,134.7,147.5,114.5,0.7470118287234838,1.061964810314938,0.43205884713202963,0.08162507131579295,0.060707324702824965,0.07812193033839498,0.37465005506242616,0.3726217976482667,0.35783475269980025,0.04395024689649927,0.16082942336337516,0.07279069092421137,0.07139392338078948,0.3568522366136641,0.4045268162512673,0.2557042626208625,0.36978788143003216
433589,2021,"petit, yusmeiro",1086,134.5,131.0,127.2,1.0383001481594567,0.9807462340664488,1.0958540622524648,0.06873038451985819,0.05712791643533163,0.05361692671317328,0.37440447966763757,0.409529712025548,0.4054001466473868,0.07669748968212618,0.20223173881059586,0.050643806343802125,0.03821669537453262,0.4190104594105776,0.3818174179725245,0.15793631811865047,0.41763437128034314
489334,2021,"stammen, craig",1312,133.7,132.3,125.0,0.9319659658422883,0.9368877451872851,0.9270441864972914,0.07681631211042975,0.06083752139866486,0.06425044439055336,0.34002069296186943,0.3192394335856485,0.3896091337637083,0.09267116931676293,0.13799657885547906,0.05811161602661202,0.07078295904690789,0.34805993644004873,0.28812239714972226,0.12003950221271793,0.37455098285434485
656876,2021,"rasmussen, drew",1207,133.6,122.9,132.1,0.9626199010866604,0.7000759636631233,1.2251638385101975,0.07835263835263834,0.07608405096729895,0.09412548232633229,0.3668211068211068,0.40179639986232607,0.3375025964020736,0.06208844402838786,0.19545743935460935,0.055234226125524664,0.04593352809439017,0.28704338614499814,0.2762228581400535,0.24643406117785208,0.3675602204406362
621107,2021,"eflin, zach",1623,133.1,119.5,134.2,0.8401675307632586,0.5315461906795478,1.1487888708469693,0.09701035930544126,0.06861151024729638,0.06770429430490568,0.431820579361563,0.37126282487584766,0.38311590267517576,0.06984949953193634,0.20203247641679267,0.06478795296074413,0.04601826580956555,0.3294558356176829,0.3001608121098554,0.13973492809758672,0.2925447793020115
641927,2021,"ober, bailey",1476,132.9,111.7,140.0,0.8662350624855841,0.34271141513019654,1.3897587098409716,0.1080879987129987,0.07249518063865278,0.066517718324349,0.4115789897039897,0.3639758149631598,0.2938139891581192,0.09852619956314058,0.18856364465567316,0.027030400025588482,0.050955540765538175,0.3154422465769699,0.33629456576365085,0.19234567520453646,0.4103935591816748
425844,2021,"greinke, zack",2577,132.5,123.9,129.8,0.7087592677757683,0.5523423564607729,0.8651761790907636,0.08106345092646462,0.08570600775471077,0.07233512068369906,0.34713774439801837,0.41609078639253333,0.36836551175907434,0.08976067498426539,0.14693271012130377,0.06975334142758183,0.058003996036090355,0.3525555234545701,0.3114969751711969,0.15658560717814038,0.39230042153258027
501985,2021,"minor, mike",2621,132.4,140.5,116.4,0.7021585344667114,0.9156272450851963,0.48868982384822635,0.08334496286303515,0.04843832715722605,0.07418541641800953,0.3294103053139198,0.344793017290543,0.31813139622114534,0.09307731733868747,0.18016257269812222,0.07425355700355485,0.06764954403958298,0.4236881378709939,0.3940611985748611,0.15055887215737526,0.36489895275688633
